RowID,OrderDate,OrderID,OrderLineID,PaymentType,Brand,ProductCategoryID,Category,ProductType,ProductID,ProductName,ShippingType,Delivery,CustomerID,Customer,City,State,Country,CustomerAge,Gender,Sector,Units,Tax,ProductPrice,InventoryUnits,OrderShipTime,OrderTotalDeliveryTime,ReturnFlag,DiscountAmount,Sales,Discount,GrossMargin,Carrier,ShippingTime,OrderYearMonth
85,2024-04-30,12398578,I22326,Paypal,WaveLink,9008,Networking,Bluetooth Adapter,100978,BluetoothLink Master,Two Day Delivery,Order Delayed,D1.282,Kate Thompson,Tuscaloosa,Alabama,USA,25 - 34,Female,Premium,1,0.07,22,5,1,61.89,No,0,23.54,0.0,1,FasTrac,2.6,2024-04
86,2024-04-30,123912021,I48621,Mastercard,AquaView,9010,Photography,Underwater Camera,100846,AquaCapture 2000,Two Day Delivery,Order Delayed,D1.465,Cristabel Meagher,Parker,Colorado,USA,Less than 18,Male,Premium,1,0.07,888,16,27,50.36,No,205.128,683.76,0.3,35,FasTrac,2.1,2024-04
87,2024-04-30,123912021,I68237,Mastercard,VitaLife,9013,Wearable,Health Monitor,100886,HealthTrack 15,Standard Delivery,Ontime Delivery,D1.465,Cristabel Meagher,Parker,Colorado,USA,Less than 18,Male,Premium,1,0.07,539,73,34,78.36,No,110.495,441.98,0.25,7,UPS,3.3,2024-04
88,2024-04-30,123914085,I8320,Mastercard,BioGlow,9007,Home Automation,LED Lights,100830,GlowWave 2000,Standard Delivery,Ontime Delivery,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,85,88,8,72.37,No,0,90.95,0.0,0,UPS,3,2024-04
89,2024-04-30,123914085,I46539,Mastercard,AeroTech,9010,Photography,Drone,100844,SkyCopter 500,Standard Delivery,Ontime Delivery,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,1299,2,18,93.64,No,0,1389.93,0.0,27,UPS,3.9,2024-04
90,2024-04-30,123914085,I45901,Mastercard,Solaris,9011,Security,Security Camera,100944,SafeView 20K,Standard Delivery,Ontime Delivery,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,78,2,24,81.82,No,0,83.46,0.0,25,UPS,3.4,2024-04
91,2024-04-30,123914085,I84341,Mastercard,BioGlow,9007,Home Automation,LED Lights,100959,GlowWave 16000,Two Day Delivery,Ontime Delivery,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,63,37,15,46.23,No,0,67.41,0.0,3,UPS,1.9,2024-04
92,2024-04-30,123914085,I14976,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100939,SoundWave 7000,Two Day Delivery,Order Delayed,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,2,0.07,699,13,26,65.95,No,70.599,1411.98,0.05,28,FasTrac,2.7,2024-04
93,2024-04-30,123914085,I8517,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100747,MirrorPro X,One Day Delivery,Order Delayed,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,796,74,29,33.32,No,55.72,796.0,0.07,22,FedEx,1.4,2024-04
94,2024-04-30,123914085,I37609,Mastercard,Futura,9005,Entertainment,Smart TV,100808,ViewMaster 70,One Day Delivery,Order Delayed,D1.1215,Marie Dolowitz,Ontario,California,USA,35 - 44,Female,Premium,1,0.07,276,4,24,33.85,No,48.024,240.12,0.2,19,FedEx,1.4,2024-04
95,2024-04-30,123915381,I14673,Paypal,PureSound,9002,Audio,Noise-Canceling Headphones,100824,SilenceMax Ultimate,Standard Delivery,Ontime Delivery,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,1,0.07,362,20,0,78.6,No,83.622,278.74,0.3,14,FedEx,3.3,2024-04
96,2024-04-30,123915381,I33578,Paypal,AstroWave,9006,Gaming,Gaming Console,100857,GameMaster X Ultra Pro,Two Day Delivery,Ontime Delivery,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,1,0.07,582,5,15,45.04,No,0,622.74,0.0,19,FasTrac,1.9,2024-04
97,2024-04-30,123915381,I9323,Paypal,GalaxyGear,9013,Wearable,Smart Glasses,100961,SmartGaze 9600,Two Day Delivery,Ontime Delivery,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,1,0.07,514,79,10,47.28,No,105.37,421.48,0.25,30,FasTrac,2,2024-04
98,2024-04-30,123915381,I29229,Paypal,AstroWave,9006,Gaming,Gaming Console,100814,GameMaster X Ultra,Standard Delivery,Ontime Delivery,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,1,0.07,583,1,32,95.9,No,0,623.81,0.0,30,FedEx,4,2024-04
99,2024-04-30,123915381,I2678,Paypal,BioGlow,9007,Home Automation,LED Lights,100959,GlowWave 16000,Standard Delivery,Ontime Delivery,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,1,0.07,63,37,13,75.99,No,0,67.41,0.0,16,FedEx,3.2,2024-04
100,2024-04-30,123915381,I46404,Paypal,StarLink,9003,Communication,Satellite Phone,100914,SatCom X Pro Ultimate,Two Day Delivery,Order Delayed,D1.1596,Geoff Georgiades,Puyallup,Washington,USA,Less than 18,Male,Non-Premium,2,0.07,409,7,7,51.37,No,0,846.63,0.0,15,FasTrac,2.1,2024-04
101,2024-04-30,123915523,I36798,Google Pay,CosmoCell,9004,Computing,Tablet,100822,TabLink 12 Pro,Standard Delivery,Ontime Delivery,D1.423,Greg Smits,Upper Marlboro,Maryland,USA,45 - 54,Male,Non-Premium,1,0.07,760,37,75,148.08,No,132.24,661.2,0.2,34,FedEx,6.2,2024-04
102,2024-04-30,123915523,I20435,Google Pay,VistaView,9004,Computing,Monitor,100796,ViewScape 32,Standard Delivery,Ontime Delivery,D1.423,Greg Smits,Upper Marlboro,Maryland,USA,45 - 54,Male,Non-Premium,1,0.07,770,34,9,113.47,No,157.85,631.4,0.25,30,FedEx,4.7,2024-04
103,2024-04-30,123915523,I6293,Google Pay,GigaSound,9002,Audio,Amplifier,101010,SoundMax 10000,Two Day Delivery,Ontime Delivery,D1.423,Greg Smits,Upper Marlboro,Maryland,USA,45 - 54,Male,Non-Premium,1,0.07,316,19,10,38.62,No,0,338.12,0.0,30,FedEx,1.6,2024-04
104,2024-04-30,123915740,I18641,Mastercard,EcoHeat,9007,Home Automation,Smart Thermostat,100791,HeatWave Elite,Two Day Delivery,Ontime Delivery,D1.1271,Christopher Nourry,Antioch,California,USA,18 - 24,Male,Non-Premium,1,0.07,193,25,32,47.64,No,44.583,148.61,0.3,31,FasTrac,2,2024-04
105,2024-04-30,123915740,I1601,Mastercard,LunarX,9005,Entertainment,Telescope,100750,StarScope 900,Two Day Delivery,Order Delayed,D1.1271,Christopher Nourry,Antioch,California,USA,18 - 24,Male,Non-Premium,1,0.07,1863,1,22,65.18,No,0,1993.41,0.0,10,FasTrac,2.7,2024-04
106,2024-04-30,123915740,I42964,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100919,MirrorPro Deluxe,One Day Delivery,Order Delayed,D1.1271,Christopher Nourry,Antioch,California,USA,18 - 24,Male,Non-Premium,1,0.07,752,9,3,27.47,Yes,0,804.64,0.0,8,FedEx,1.1,2024-04
107,2024-04-30,123916899,I35295,Mastercard,SpeedX,9008,Networking,Router,100778,SpeedLink 12000,One Day Delivery,Order Delayed,D1.1186,Katrina Terlich,Middletown,Ohio,USA,25 - 34,Female,Non-Premium,1,0.07,205,4,5,26.31,No,0,219.35,0.0,33,FedEx,1.1,2024-04
108,2024-04-30,123923714,I39436,Visa,StarLink,9003,Communication,Satellite Phone,100871,SatCom X Pro Plus,One Day Delivery,Ontime Delivery,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,402,4,20,20.64,No,92.862,309.54,0.3,3,FedEx,0.9,2024-04
109,2024-04-30,123923714,I81167,Visa,StarLink,9003,Communication,Satellite Phone,100742,SatCom X1,Standard Delivery,Ontime Delivery,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,257,0,86,104.23,No,0,274.99,0.0,26,FedEx,4.3,2024-04
110,2024-04-30,123923714,I74861,Visa,WaveLink,9008,Networking,Bluetooth Adapter,101021,BluetoothLink Master Pro,Standard Delivery,Ontime Delivery,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,34,0,11,136.6,No,0,36.38,0.0,0,FedEx,5.7,2024-04
111,2024-04-30,123923714,I22367,Visa,BioGlow,9007,Home Automation,LED Lights,100873,GlowWave 4000,Two Day Delivery,Ontime Delivery,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,24,89,7,39.04,No,0,25.68,0.0,20,FedEx,1.6,2024-04
112,2024-04-30,123923714,I78924,Visa,VistaView,9004,Computing,Monitor,100882,ViewScape 48,Two Day Delivery,Order Delayed,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,898,48,1,71.43,No,0,960.86,0.0,22,FasTrac,3,2024-04
113,2024-04-30,123923714,I97284,Visa,CosmoCell,9004,Computing,Tablet,100908,TabLink 20 Pro,Two Day Delivery,Order Delayed,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,1062,75,25,65.55,No,74.34,1062.0,0.07,5,FasTrac,2.7,2024-04
114,2024-04-30,123923714,I25261,Visa,RetroWave,9002,Audio,Record Player,100884,VinylMax 3000,Two Day Delivery,Order Delayed,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,892,12,17,61.14,No,86.524,865.24,0.1,8,FasTrac,2.5,2024-04
115,2024-04-30,123923714,I2916,Visa,UltraScan,9001,Accessories,Barcode Scanner,100960,ScanMaster Master,Standard Delivery,Ontime Delivery,D1.1711,Sam Carroll,Hickory,North Carolina,USA,18 - 24,Male,Non-Premium,1,0.07,445,3,13,131.98,Yes,102.795,342.65,0.3,32,FedEx,5.5,2024-04
116,2024-04-30,123923921,I76949,Apple Pay,CyberTech,9002,Audio,Wireless Headphones,100897,AuraBass 1200,Two Day Delivery,Ontime Delivery,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,188,4,16,42.11,No,0,201.16,0.0,15,FasTrac,1.8,2024-04
117,2024-04-30,123923921,I5571,Apple Pay,StarLink,9003,Communication,Satellite Phone,101000,SatCom X Pro Master Pro,One Day Delivery,Ontime Delivery,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,417,0,10,23.27,No,0,446.19,0.0,5,FedEx,1,2024-04
118,2024-04-30,123923921,I91144,Apple Pay,NeoVision,9013,Wearable,VR Headset,100991,VRXperience Pro Master Pro,Standard Delivery,Ontime Delivery,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,2,0.07,1232,55,2,96.56,No,242.704,2427.04,0.1,10,FedEx,4,2024-04
119,2024-04-30,123923921,I50978,Apple Pay,StreamLine,9002,Audio,Earbuds,100818,SonicBuds 7,Two Day Delivery,Order Delayed,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,182,0,13,62.86,No,0,194.74,0.0,5,FasTrac,2.6,2024-04
120,2024-04-30,123923921,I50089,Apple Pay,TechPulse,9007,Home Automation,Smart Mirror,100790,MirrorPro Elite,Two Day Delivery,Order Delayed,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,909,98,42,69.18,No,209.979,699.93,0.3,19,FasTrac,2.9,2024-04
121,2024-04-30,123923921,I14716,Apple Pay,AstroWave,9006,Gaming,Gaming Console,100814,GameMaster X Ultra,One Day Delivery,Order Delayed,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,583,1,5,34.33,No,101.442,507.21,0.2,3,FedEx,1.4,2024-04
122,2024-04-30,123923921,I34200,Apple Pay,GigaSound,9002,Audio,Amplifier,101010,SoundMax 10000,One Day Delivery,Order Delayed,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,316,19,31,32.98,No,64.78,259.12,0.25,8,FedEx,1.4,2024-04
123,2024-04-30,123923921,I1448,Apple Pay,NeoVision,9013,Wearable,VR Headset,100948,VRXperience Pro Master,Standard Delivery,Ontime Delivery,D1.1748,Jessica Hunter,Powder Springs,Georgia,USA,35 - 44,Female,Non-Premium,1,0.07,1163,124,2,84.85,Yes,0,1244.41,0.0,19,FedEx,3.5,2024-04
124,2024-04-30,123925864,I45129,Paypal,UltraScan,9001,Accessories,Barcode Scanner,100831,ScanMaster Ultimate,Standard Delivery,Ontime Delivery,D1.289,Samuel Donkin,Hialeah,Florida,USA,35 - 44,Male,Non-Premium,1,0.07,407,8,34,98.22,No,0,435.49,0.0,25,FedEx,4.1,2024-04
125,2024-04-30,123925864,I57120,Paypal,StarLink,9003,Communication,Satellite Phone,100828,SatCom X Pro,Standard Delivery,Ontime Delivery,D1.289,Samuel Donkin,Hialeah,Florida,USA,35 - 44,Male,Non-Premium,1,0.07,171,21,35,117.49,No,23.598,157.32,0.15,31,FedEx,4.9,2024-04
126,2024-04-30,123927535,I6686,Visa,MegaByte,9012,Storage,External Hard Drive,100958,DataVault 64TB,Standard Delivery,Ontime Delivery,D1.1893,Sia Jorgensen,Sherwood,Arkansas,USA,75 - 84,Other,Non-Premium,1,0.07,523,34,4,104.05,No,107.215,428.86,0.25,11,FedEx,4.3,2024-04
127,2024-04-30,123928119,I51761,Amex,WaveLink,9008,Networking,Bluetooth Adapter,100849,BluetoothLink Mega,Standard Delivery,Ontime Delivery,D1.283,Isabelle Menzagopian,Rockford,Illinois,USA,45 - 54,Female,Premium,1,0.07,24,0,27,74.21,No,4.92,19.68,0.25,24,UPS,3.1,2024-04
128,2024-04-30,123928917,I32756,Visa,AstroWave,9006,Gaming,Gaming Console,100943,GameMaster X Ultimate Pro,Standard Delivery,Ontime Delivery,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,1,0.07,592,4,19,144.82,No,0,633.44,0.0,10,FedEx,6,2024-04
129,2024-04-30,123928917,I9359,Visa,RetroWave,9002,Audio,Record Player,100884,VinylMax 3000,Standard Delivery,Ontime Delivery,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,1,0.07,892,12,57,80.18,No,206.052,686.84,0.3,23,FedEx,3.3,2024-04
130,2024-04-30,123928917,I72265,Visa,VitaLife,9013,Wearable,Health Monitor,100929,HealthTrack 20,Two Day Delivery,Order Delayed,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,1,0.07,353,96,46,59.77,No,72.365,289.46,0.25,26,FasTrac,2.5,2024-04
131,2024-04-30,123928917,I91407,Visa,VitaLife,9013,Wearable,Health Monitor,101015,HealthTrack 30,Two Day Delivery,Order Delayed,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,1,0.07,267,100,21,57.57,No,61.677,205.59,0.3,18,FasTrac,2.4,2024-04
132,2024-04-30,123928917,I40191,Visa,EcoCharge,9001,Accessories,Power Bank,100902,PowerBoost 80000,One Day Delivery,Order Delayed,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,3,0.07,200,13,22,32.88,No,59.4,594.0,0.1,4,FedEx,1.4,2024-04
133,2024-04-30,123928917,I30578,Visa,SmartGuard,9007,Home Automation,Home Automation,100949,SecureHome Max,Standard Delivery,Ontime Delivery,D1.1885,Ben Ha,San Diego,California,USA,35 - 44,Male,Non-Premium,1,0.07,60,3,58,122.6,Yes,0,64.2,0.0,23,FedEx,5.1,2024-04
134,2024-05-01,1239664,I71179,Paypal,NeoVision,9013,Wearable,VR Headset,100905,VRXperience Pro Ultimate,Two Day Delivery,Ontime Delivery,D1.40,Joanne Fidjestol,Magnolia,Arkansas,USA,45 - 54,Male,Non-Premium,1,0.07,1053,73,5,40.21,No,0,1126.71,0.0,7,FasTrac,1.7,2024-05
135,2024-05-01,1239664,I46070,Paypal,VivoSync,9013,Wearable,Fitness Tracker,100826,FitSync 10,Two Day Delivery,Ontime Delivery,D1.40,Joanne Fidjestol,Magnolia,Arkansas,USA,45 - 54,Male,Non-Premium,1,0.07,475,99,3,45.18,Yes,0,508.25,0.0,12,FasTrac,1.9,2024-05
136,2024-05-01,12393651,I30360,Mastercard,Zenith,9005,Entertainment,Projector,100761,ViewMaster 80,Standard Delivery,Ontime Delivery,D1.1707,Nick Carter,Franklin,Tennessee,USA,18 - 24,Male,Premium,1,0.07,520,5,37,142.62,No,0,556.4,0.0,20,UPS,5.9,2024-05
137,2024-05-01,12393651,I84467,Mastercard,EcoPower,9013,Wearable,Smart Watch,100813,LifeSync 4,Standard Delivery,Ontime Delivery,D1.1707,Nick Carter,Franklin,Tennessee,USA,18 - 24,Male,Premium,1,0.07,239,60,33,89.9,No,16.73,239.0,0.07,31,UPS,3.7,2024-05
138,2024-05-01,12393651,I1122,Mastercard,RetroWave,9002,Audio,Record Player,100798,VinylMax 1000,Two Day Delivery,Ontime Delivery,D1.1707,Nick Carter,Franklin,Tennessee,USA,18 - 24,Male,Premium,1,0.07,695,18,15,47.92,No,120.93,604.65,0.2,9,UPS,2,2024-05
139,2024-05-01,12393651,I25957,Mastercard,BioGlow,9007,Home Automation,LED Lights,100744,GlowWave 500,Standard Delivery,Ontime Delivery,D1.1707,Nick Carter,Franklin,Tennessee,USA,18 - 24,Male,Premium,1,0.07,45,25,39,100.1,Yes,0,48.15,0.0,28,UPS,4.2,2024-05
140,2024-05-01,12394204,I64551,Mastercard,CloudLink,9012,Storage,Cloud Storage,100756,CloudSync 2TB,Two Day Delivery,Ontime Delivery,D1.1440,Beth Grocholsky,Kenner,Louisiana,USA,45 - 54,Female,Non-Premium,1,0.07,591,83,19,47.96,No,57.327,573.27,0.1,22,FasTrac,2,2024-05
141,2024-05-01,12394204,I88607,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100853,SoundWave 5000,Standard Delivery,Ontime Delivery,D1.1440,Beth Grocholsky,Kenner,Louisiana,USA,45 - 54,Female,Non-Premium,1,0.07,432,6,1,87.04,No,0,462.24,0.0,25,FedEx,3.6,2024-05
142,2024-05-01,12394204,I28973,Mastercard,Quantum,9004,Computing,Tablet,100726,TabLink 10,Standard Delivery,Ontime Delivery,D1.1440,Beth Grocholsky,Kenner,Louisiana,USA,45 - 54,Female,Non-Premium,1,0.07,1139,62,2,80.49,No,0,1218.73,0.0,7,FedEx,3.4,2024-05
143,2024-05-01,12394204,I50284,Mastercard,Electra,9002,Audio,Bluetooth Speaker,100896,SoundWave 6000,Standard Delivery,Ontime Delivery,D1.1440,Beth Grocholsky,Kenner,Louisiana,USA,45 - 54,Female,Non-Premium,1,0.07,923,5,1,88.37,No,189.215,756.86,0.25,20,FedEx,3.7,2024-05
144,2024-05-01,12394204,I90479,Mastercard,FusionTech,9009,Office,Multi-Function Printer,101009,OfficeMaster Master Pro,Two Day Delivery,Order Delayed,D1.1440,Beth Grocholsky,Kenner,Louisiana,USA,45 - 54,Female,Non-Premium,1,0.07,342,3,1,63.05,No,33.174,331.74,0.1,23,FasTrac,2.6,2024-05
145,2024-05-01,12394254,I69934,Mastercard,GalaxyGear,9013,Wearable,Smart Glasses,100961,SmartGaze 9600,Two Day Delivery,Order Delayed,D1.1221,Isla Prasad,Winter Haven,Florida,USA,25 - 34,Female,Non-Premium,1,0.07,514,79,23,58.62,No,0,549.98,0.0,5,FasTrac,2.4,2024-05
146,2024-05-01,12394254,I5646,Mastercard,UltraScan,9001,Accessories,Barcode Scanner,100788,ScanMaster Elite,Two Day Delivery,Order Delayed,D1.1221,Isla Prasad,Winter Haven,Florida,USA,25 - 34,Female,Non-Premium,2,0.07,506,12,1,63.08,No,145.728,971.52,0.15,1,FasTrac,2.6,2024-05
147,2024-05-01,12396943,I66046,Paypal,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,One Day Delivery,Ontime Delivery,D1.648,Philip Ednalino,Springfield,Virginia,USA,35 - 44,Male,Non-Premium,1,0.07,193,6,1,20.68,No,18.721,187.21,0.1,10,FedEx,0.9,2024-05
148,2024-05-01,123912417,I76638,Visa,AquaSound,9002,Audio,Waterproof Speaker,100956,AquaBeats 40000,Two Day Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,477,14,17,45.54,No,65.826,438.84,0.15,12,FasTrac,1.9,2024-05
149,2024-05-01,123912417,I85973,Visa,CosmoCell,9004,Computing,Tablet,100908,TabLink 20 Pro,One Day Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,1062,75,5,8.59,No,0,1136.34,0.0,24,FedEx,0.4,2024-05
150,2024-05-01,123912417,I79334,Visa,StarLink,9003,Communication,Satellite Phone,100742,SatCom X1,Standard Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,257,0,27,162.12,No,0,274.99,0.0,5,FedEx,6.8,2024-05
151,2024-05-01,123912417,I51435,Visa,NeoVision,9013,Wearable,VR Headset,100733,VRXperience Pro,Standard Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,1087,67,13,185.08,No,0,1163.09,0.0,10,FedEx,7.7,2024-05
152,2024-05-01,123912417,I74884,Visa,VistaView,9004,Computing,Monitor,101011,ViewScape 70,Standard Delivery,Ontime Delivery,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,2,0.07,707,41,26,131.17,No,0,1463.49,0.0,3,FedEx,5.5,2024-05
153,2024-05-01,123912417,I89231,Visa,AstroWave,9006,Gaming,Gaming Console,100943,GameMaster X Ultimate Pro,Two Day Delivery,Order Delayed,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,592,4,35,66.52,No,0,633.44,0.0,4,FasTrac,2.8,2024-05
154,2024-05-01,123912417,I51514,Visa,SmartGuard,9007,Home Automation,Home Automation,100820,SecureHome Ultimate,One Day Delivery,Order Delayed,D1.1968,Jarrad Arulmurugan,Buffalo,New York,USA,65 - 74,Male,Non-Premium,1,0.07,86,84,24,34.87,No,0,92.02,0.0,22,FedEx,1.5,2024-05
155,2024-05-01,123912427,I30871,Paypal,TechPulse,9007,Home Automation,Smart Mirror,100790,MirrorPro Elite,Standard Delivery,Ontime Delivery,D1.695,Coral Briggs,Annapolis,Maryland,USA,35 - 44,Female,Premium,1,0.07,909,98,85,134.5,No,209.979,699.93,0.3,27,UPS,5.6,2024-05
156,2024-05-01,123912427,I62890,Paypal,AstroWave,9006,Gaming,Gaming Console,100900,GameMaster X Ultimate,One Day Delivery,Ontime Delivery,D1.695,Coral Briggs,Annapolis,Maryland,USA,35 - 44,Female,Premium,1,0.07,561,0,12,20.26,No,0,600.27,0.0,13,UPS,0.8,2024-05
157,2024-05-01,123912427,I58731,Paypal,SpeedX,9008,Networking,Router,100821,SpeedLink 24000,Standard Delivery,Ontime Delivery,D1.695,Coral Briggs,Annapolis,Maryland,USA,35 - 44,Female,Premium,1,0.07,143,3,24,75.73,No,0,153.01,0.0,13,UPS,3.2,2024-05
158,2024-05-01,123912427,I68001,Paypal,Solaris,9011,Security,Security Camera,100987,SafeView 24K,Two Day Delivery,Ontime Delivery,D1.695,Coral Briggs,Annapolis,Maryland,USA,35 - 44,Female,Premium,1,0.07,63,7,16,38.68,No,0,67.41,0.0,30,UPS,1.6,2024-05
159,2024-05-01,123912427,I80520,Paypal,EcoHeat,9007,Home Automation,Smart Thermostat,100877,HeatWave Supreme,Two Day Delivery,Ontime Delivery,D1.695,Coral Briggs,Annapolis,Maryland,USA,35 - 44,Female,Premium,1,0.07,235,97,0,37.75,No,16.45,235.0,0.07,12,UPS,1.6,2024-05
160,2024-05-01,123914462,I20242,Mastercard,MegaByte,9012,Storage,External Hard Drive,100872,DataVault 16TB,Standard Delivery,Ontime Delivery,D1.1255,Melissa Gerard,Manchester,Kentucky,USA,25 - 34,Female,Premium,1,0.07,613,85,22,89.92,No,0,655.91,0.0,13,UPS,3.7,2024-05
161,2024-05-01,123914462,I66530,Mastercard,BioGlow,9007,Home Automation,LED Lights,101002,GlowWave 32000,Standard Delivery,Ontime Delivery,D1.1255,Melissa Gerard,Manchester,Kentucky,USA,25 - 34,Female,Premium,1,0.07,89,17,8,97.53,No,6.23,89.0,0.07,27,UPS,4.1,2024-05
162,2024-05-01,123914462,I61674,Mastercard,AquaView,9010,Photography,Underwater Camera,101018,AquaCapture 32000,Standard Delivery,Ontime Delivery,D1.1255,Melissa Gerard,Manchester,Kentucky,USA,25 - 34,Female,Premium,2,0.07,2220,6,75,124.78,No,0,4595.4,0.0,32,UPS,5.2,2024-05
163,2024-05-01,123914462,I32753,Mastercard,TechZone,9003,Communication,Smartphone,100807,Photon X5,Two Day Delivery,Ontime Delivery,D1.1255,Melissa Gerard,Manchester,Kentucky,USA,25 - 34,Female,Premium,1,0.07,520,89,8,46.74,No,106.6,426.4,0.25,15,UPS,1.9,2024-05
164,2024-05-01,123915145,I42063,Mastercard,SolarFlare,9001,Accessories,Solar Panel,100749,SolarPanel X,One Day Delivery,Ontime Delivery,D1.1067,Joey Gibson,Pierre,South Dakota,USA,Less than 18,Other,Premium,1,0.07,424,18,19,21.85,No,0,453.68,0.0,4,UPS,0.9,2024-05
165,2024-05-01,123915145,I60223,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100919,MirrorPro Deluxe,One Day Delivery,Ontime Delivery,D1.1067,Joey Gibson,Pierre,South Dakota,USA,Less than 18,Other,Premium,1,0.07,752,9,7,16.48,No,0,804.64,0.0,10,UPS,0.7,2024-05
166,2024-05-01,123915145,I51894,Mastercard,TechPulse,9007,Home Automation,Smart Mirror,100919,MirrorPro Deluxe,One Day Delivery,Ontime Delivery,D1.1067,Joey Gibson,Pierre,South Dakota,USA,Less than 18,Other,Premium,1,0.07,752,9,11,15.82,No,0,804.64,0.0,8,UPS,0.7,2024-05
167,2024-05-01,123915145,I43466,Mastercard,GigaSound,9002,Audio,Amplifier,100838,SoundMax 4000,Standard Delivery,Ontime Delivery,D1.1067,Joey Gibson,Pierre,South Dakota,USA,Less than 18,Other,Premium,1,0.07,647,18,11,96.96,No,0,692.29,0.0,11,UPS,4,2024-05
168,2024-05-01,123916072,I16873,Mastercard,CyberTech,9002,Audio,Wireless Headphones,100983,AuraBass 1600,Standard Delivery,Ontime Delivery,D1.638,Melissa Cantwell,Tujunga,California,USA,35 - 44,Male,Non-Premium,1,0.07,193,6,4,72.51,No,0,206.51,0.0,21,FedEx,3,2024-05
